adult,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,status,title,vote_average,vote_count
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",10545,tt0116583,en,The Hunchback of Notre Dame,"When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",13.553999,/gpMXF2Bp7GHTT8GbMgf7yuBEyuV.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/6/21,100138851,91,Released,The Hunchback of Notre Dame,6.8,1182
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9894,tt0115798,en,The Cable Guy,"When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",7.586577,/mqb62jLrlrT6XS1rR8cprtEW2Z6.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/6/10,102825796,96,Released,The Cable Guy,5.7,603
FALSE,"[{'id': 35, 'name': 'Comedy'}]",11543,tt0116778,en,Kingpin,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly na?ve hit the circuit intent on settling an old score with Big Ern.",11.633347,/l2LObt7s0hakFi9ga6tOKMqKkuo.jpg,"[{'name': 'Motion Picture Corporation of America', 'id': 2090}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/4,25023434,113,Released,Kingpin,6.7,248
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9268,tt0116213,en,Eraser,"U.S. Marshall John Kruger erases the identities of people enrolled in the Witness Protection Program. His current assignment is to protect Lee Cullen, who's uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups. When Kruger discovers that there's a corrupt agent within the program, he must guard his own life while trying to protect Lee's.",6.919314,/bmOG5k07nrnS8T49NVPM1LnrOf1.jpg,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/6/21,242295562,115,Released,Eraser,5.6,553
FALSE,"[{'id': 99, 'name': 'Documentary'}]",52059,tt0113147,en,The Gate of Heavenly Peace,"The Gate of Heavenly Peace is a feature-length documentary about the 1989 protest movement, reflecting the drama, tension, humor, absurdity, heroism, and many tragedies of the six weeks from April to June in 1989. The film reveals how the hard-liners within the government marginalized moderates among the protesters (including students, workers and intellectuals), while the actions of radical protesters undermined moderates in the government. Moderate voices were gradually cowed and then silenced by extremism and emotionalism on both sides.",0.10705,/h5pKvDcSJSTGBV83uk3yhWjX23X.jpg,[],[],1995/1/1,0,180,,The Gate of Heavenly Peace,6.7,3
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",9327,tt0117218,en,The Nutty Professor,"Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",9.651581,/5DOwcsvjYzHbQLnWkZPthhFYxaj.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/6/26,128769345,95,Released,The Nutty Professor,5.4,717
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",123763,tt0100990,es,"Yo, la peor de todas","A viceroy and an archbishop take their posts in Mexico. A local nun, Sor Juana In��s de la Cruz (1651-1695), intrigues them. The viceroy and his wife find her brilliant and fascinating. The prelate finds her a symbol of European laxity. He engineers the election of a new abbess, severe and ascetic. The virreina visits Sor Juana often and inspires her to write passionate poetry that the archbishop finds scandalous. The viceroy protects her. After he is replaced and returns to Spain with his wife, Sor Juana faces envy and retribution. A bishop betrays her, her confessor humbles her. Plague, a tribunal, and her confession as ""the worst of all"" end the great poet's life.",0.202495,/92rUVejlXlo2BlNY4WVlPk0bWJb.jpg,"[{'name': 'GEA Cinematogr��fica', 'id': 61085}]","[{'iso_3166_1': 'AR', 'name': 'Argentina'}]",1990/8/9,0,105,Released,"I, the Worst of All",6.8,3
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",81949,tt0111546,ro,Un ��t�� inoubliable,"In 1925 Romania, young Marie-Therese Von Debretsy refuses the flirtatious advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to a brutally bleak and dangerous outpost on the Bulgarian/Romanian frontier where both their relationship and humanity are severely tested.",0.826372,/qW6vsxia4F8Wk8FglHn3rgAVC0g.jpg,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'MK2 Production', 'id': 6274}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",1994/5/15,65352,82,Released,An Unforgettable Summer,7.2,6
FALSE,[],42005,tt0093199,en,"Hol volt, hol nem volt","Shot in B&amp;W, Gyula Gazdag's film follows the surreal and often comic quests of young Andris, an orphan searching for a father who doesn't exist, and Orban, a government clerk who's had enough of oppressive bureaucracy.",0.043125,/pXiDQ3srsu9w64g8gL4rNA5WDUN.jpg,[],"[{'iso_3166_1': 'HU', 'name': 'Hungary'}]",1987/1/1,0,97,Released,A Hungarian Fairy Tale,0,0
FALSE,[],124306,tt0106810,en,En compagnie d'Antonin Artaud,"May, 1946, in Paris young poet Jacques Prevel meets Antonin Artaud, the actor, artist, and writer just released from a mental asylum. Over ten months, we follow the mad Artaud from his cruel coaching of an actress in his ""theatre of cruelty"" to his semi-friendship with Prevel who buys him drugs and hangs on his every word. Meanwhile, Prevel divides his time between Jany, his blond, young, drug-hazed mistress, and Rolande, his dark-haired, long-suffering wife, who has a child during this time. Cruelty, neglect, poverty, egoism, madness, and the pursuit of art mix on the Left Bank.",0.000308,/4KhSvrn9FPxQdyYShLAK6MwRKu3.jpg,[],[],1993/1/1,0,90,Released,My Life and Times With Antonin Artaud,8,1
FALSE,[],183955,tt0111180,en,Sibak,"Brothers Joel (Alex Del Rosario), Dennis (Grandong Cervantes) and Sonny (Lawrence David) work together as dancers at a low-rent gay bar in downtown Manila, in the Philippines. Despite his mother's pleas, Sonny decides to quit college to work full-time at the bar, while Dennis has moved beyond dancing into prostitution at the urging of the manipulative club manager. Joel, the eldest, tries to balance his secret gay life with his socially respectable role as a husband and father.",0.05956,/zvVXkHsFLCRlp6mbzMEp1niXris.jpg,"[{'name': 'First Run Features', 'id': 4095}, {'name': 'Tangent Films International', 'id': 50180}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",1994/9/9,0,100,Released,Midnight Dancers,7,1
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",44535,tt0111237,en,Somebody to Love,"Mercedes is a taxi dancer who wants to be an actress. She's involved with the married Harry, who considers himself a respected actor. Ernesto is in love with Mercedes, but he doesn't dance or have money.",0.970688,/vXIGFSwb87DJBiywAiOFzccrVmt.jpg,"[{'name': 'Initial Productions', 'id': 231}, {'name': 'Cabin Fever Entertainment', 'id': 21304}, {'name': 'Lumi��re Pictures', 'id': 25129}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994/9/27,0,102,Released,Somebody to Love,5.1,2
FALSE,"[{'id': 18, 'name': 'Drama'}]",44495,tt0072362,en,A Very Natural Thing,"When David, an ex-monk still in his twenties meets Mark, he falls hard; soon he's asked Mark if they can live together. Things go well for awhile, and then differences in their definition of ""commitment"" begin to push them apart. Mark wants other sexual adventures, David tries to go along. Can they talk through the crisis in their relationship or is a breakup in the offing? David sees his relationship with Mark as a marriage, so if it ends, can David's heart ever heal?",0.147662,/4MsrBHWIClZIcd66XsWUn4lt2LO.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974/1/1,0,80,Rumored,A Very Natural Thing,6.3,3
FALSE,"[{'id': 35, 'name': 'Comedy'}]",78285,tt0103207,fr,La vieille qui marchait dans la mer,La vieille qui marchait dans la mer (English: The Old Lady Who Walked in the Sea) is a 1991 French film directed by Laurent Heynemann and written by Heynemann and Dominique Roulet. It won the 1992 C��sar Award for Best Actress.,0.573423,/nxSZgomA1uvK9sLbr5tG8iKS68H.jpg,"[{'name': 'Films A2', 'id': 875}, {'name': 'Little Bear', 'id': 16772}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1991/9/18,0,0,Released,The Old Lady Who Walked in the Sea,0,0
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",11228,tt0116040,en,Daylight,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,11.995799,/cPl88Kh44fo005rYrdIxm62GQCb.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Davis Entertainment', 'id': 1302}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/12/6,159212469,115,Released,Daylight,5.8,385
FALSE,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",10779,tt0116365,en,The Frighteners,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.",12.09096,/cS3QPtMsE1jsEWUww5WsPE275Jb.jpg,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/18,29359216,110,Released,The Frighteners,6.7,413
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",26748,tt0116905,en,Lone Star,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",9.069963,/eSuuTqr5wmzWu4OCS51Qw0q6VrV.jpg,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Rio Dulce', 'id': 11948}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/6/21,13269963,135,Released,Lone Star,6.9,79
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",38223,tt0116493,en,Harriet the Spy,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",4.086563,/erYGaztkz1tJbmyiB8uLMa9e4ZG.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rastar Pictures', 'id': 2070}, {'name': 'Nickelodeon Movies', 'id': 2348}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/10,0,100,Released,Harriet the Spy,5.7,47
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",9294,tt0117333,en,Phenomenon,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",5.575992,/gsmwDAtdxAUzVyELzvdRavqqVYN.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/5,152036382,123,Released,Phenomenon,6.2,328
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",49963,tt0118113,en,Walking and Talking,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"".",0.913281,/wUMMnbcqrNP1jIf64kDcJ6NtDJj.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Zenith Entertainment', 'id': 3644}, {'name': 'Good Machine', 'id': 10565}, {'name': 'Mikado Film', 'id': 11912}, {'name': 'Electric', 'id': 53407}, {'name': 'TEAM Communications Group', 'id': 53408}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/17,0,86,Released,Walking and Talking,6.6,8
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11363,tt0117628,en,She's the One,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",10.827266,/qGOpJLWCncOt5EIz39N8q7O45X.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/8/26,9482579,96,Released,She's the One,5.7,71
FALSE,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1645,tt0117913,en,A Time to Kill,"A young lawyer defends a black man accused of murdering two men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",13.309013,/sCHK5jHhRcrXZvZDekZXvRkDOHc.jpg,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/24,152266007,149,Released,A Time to Kill,7,522
FALSE,"[{'id': 18, 'name': 'Drama'}]",31546,tt0115530,en,American Buffalo,Three inner-city losers plan a robbery of a valuable coin in a seedy second-hand junk shop.,7.031279,/lyV5AAFPtGS8sqUNKiKQKhYue2x.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Punch Productions', 'id': 2154}, {'name': 'Samuel Goldwyn Company, The', 'id': 28205}, {'name': 'Prairie Oyster Productions', 'id': 28206}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/9/13,665450,88,Released,American Buffalo,6.2,9
FALSE,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",77056,tt0114266,fr,Les Rendez-vous de Paris,Three stories of love and coincidence around the theme of dates in Paris.,0.227128,/qJ4su2pmWsOthJqfQ5RnNgMQu58.jpg,"[{'name': 'Canal+', 'id': 5358}, {'name': 'Compagnie Eric Rohmer (CER)', 'id': 30232}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1995/3/22,0,94,Released,Rendezvous in Paris,6.5,4
FALSE,"[{'id': 12, 'name': 'Adventure'}]",36344,tt0115493,en,Alaska,"Jake Barnes and his two kids, Sean and Jessie, have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough, Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues.",2.318141,/apsLNAJ9Vxgv2a7a298nDy3iqrF.jpg,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Fuchs/Burg', 'id': 87554}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1996/8/14,0,109,Released,Alaska,5.2,32
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",18550,tt0116320,en,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",3.906949,/fUIRCdLlfrEPIGzlmdRaQhxoNi5.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/19,17193231,98,Released,Fled,5.2,49
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",11511,tt0116756,en,Kazaam,Shaquille O'Neal as a rapping genie protects a little boy.,8.962892,/feEgPqyjzzYI2NyuqM70JsXA6Qy.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/17,0,93,Released,Kazaam,3.6,60
FALSE,[],172198,tt0109356,hu,B?v?s vad��sz,"A battle-scarred, has-been Hungarian cop, tormented by his memories of accidentally killing an innocent woman in his custody, enters into a Faustian pact in which he trades his soul for a handful of ""magic"" bullets that always hit the mark. A mysterious and mythical story.",0.091984,/3phxETl3dV31eAbcML1pBt5x0EC.jpg,"[{'name': '��j Budapest Filmstudi��', 'id': 1655}, {'name': 'Union G��n��rale Cin��matographique (UGC)', 'id': 7248}, {'name': 'Vega Film', 'id': 8138}]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1994/10/23,0,106,Released,Magic Hunter,6,1
FALSE,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",34170,tt0116823,en,Larger Than Life,"Motivational Speaker Jack Corcoran is determined to get his career off the ground, but the biggest gigs he can get are the ones nobody wants. Then one day, he receives a telegram that his circus clown father has passed away, and has left a ""huge"" inheritance. When he gets there, he finds that his inheritance has come in the form of an elephant that was his father's pride and joy in circus acts. His main intention is to sell the pachyderm off. Jack must choose between loud and rude zookeeper Mo or attractive animal show owner Terry. As the two treks through the country Jack and the elephant develop a bond, and it changes his approach on life for the better.",3.521921,/hrnStoGvCyJT4vvIWinTlt8fNVG.jpg,"[{'name': 'United Artists', 'id': 60}, {'name': 'Trilogy Entertainment Group', 'id': 2231}, {'name': 'Majestic Films International', 'id': 2630}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/10/31,0,93,Released,Larger Than Life,5.4,35
FALSE,[],281085,tt0112568,en,A Boy Called Hate,,1.56604,/iCZ3CbjvmpQYabUY1F0yKgCwcgA.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/5/22,0,0,Released,A Boy Called Hate,6,2
FALSE,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",109478,tt0114170,en,Power 98,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,0.926867,/cs1qIqhHFXbj2aRgOfoDwz3QTSu.jpg,[],[],1996/5/17,0,89,Released,Power 98,4,1
FALSE,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",124645,tt0117999,en,Two Deaths,"A tale of power, passion and obsession set in a politically torn Eastern European country.",0.145092,/xCiAkpnjO01d4RzIFmQgoDOkX1V.jpg,"[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1995/9/10,0,102,Released,Two Deaths,7,2
FALSE,"[{'id': 35, 'name': 'Comedy'}]",12606,tt0118073,en,A Very Brady Sequel,"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",9.898696,/qzsNA9uYrnjeKDnuRNf5rUOCpOH.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/8/23,0,90,Released,A Very Brady Sequel,5.8,42
FALSE,"[{'id': 35, 'name': 'Comedy'}]",69895,tt0108220,en,Stefano Quantestorie,La storia di Stefano (Maurizio Nichetti) sembra molto "normale" ma cosa sarebbe successo nella sua vita se... Le molte vite possibili di Stefano si intrecciano in modi imprevedibili,0.036699,/9cifvNtPExpNpLLDR41l8ekEVuL.jpg,[],[],1993/5/26,0,82,Released,Stefano Quantestorie,6,1
FALSE,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",35206,tt0049521,fr,La mort en ce jardin,"Amid a revolution in a South American mining outpost, a band of fugitives - a roguish adventurer, a local hooker, a priest, an aging diamond miner and his deaf-mute daughter - are forced to flee for their lives into the jungle. Starving, exhausted and stripped of their old identities, they wander desperately lured by one deceptive promise of salvation after another.",1.116063,/qpYET4H5XCxenOZUNrU5w5NXa4q.jpg,"[{'name': 'Producciones Tepeyac', 'id': 41954}, {'name': 'Dismage', 'id': 56112}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1956/9/21,0,104,Released,Death in the Garden,7.4,8
FALSE,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",151489,tt0104403,cy,Hedd Wyn,"'Hedd Wyn' is a 1992 Welsh anti-war biopic. Ellis Humphrey Evans, a farmer's son and poet living at Trawsfynydd in the Meirionydd countryside of upland Wales, competes for the most coveted prize of all in Welsh Poetry - that of the chair of the National Eisteddfod, which in August 1917 was due to be held in Birkenhead (one of the rare occasions when it was held in England). After submitting his entry, under his bardic name ""Hedd Wyn"" (""Blessed Peace"") Evans later departs from Meirionydd by train to join the Royal Welsh Fusiliers in Liverpool, despite his initial misgivings about the war. Ellis  is sent to fight in the trenches of Flanders.  'Hedd Wyn' was the first Welsh-language film to be nominated for an Oscar.",0.270432,/3ZOmEBVz1r2gPJ4EezAMquJFpxO.jpg,[],[],1992/1/1,0,123,Released,Hedd Wyn,6.5,2
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4837,tt0061495,fr,La Collectionneuse,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Hayd��e, accused of being a ��collector�� of men.",1.683348,/wxSls14xsv2iukhmjAIGS7xbB0.jpg,"[{'name': 'Rome Paris Films', 'id': 109}, {'name': 'Les Films du Losange', 'id': 223}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1967/3/2,0,89,Released,La Collectionneuse,6.5,25
FALSE,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",12632,tt0110246,de,Kaspar Hauser,No overview found.,0.000578,/5eJCIMYXaOwmBySXf2KVwShWXuG.jpg,[],"[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",1993/9/11,0,139,Released,Kaspar Hauser,6.3,4
FALSE,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",9098,tt0116164,de,Echte Kerle,"Christoph, cop and self-confident macho, has trouble with his fiance. After a long night he wakes up in the arms of Edgar, a good-looking, gay auto-mechanic. His live gets more and more troublesome after his girl friend throws him out of their apartment and as last resort he moves to Edgars place. Working together with a new, good-looking, very self-confident, female collegue, but living with a good-looking gay guy makes him pretty uncertain about his sexuality and his role as a cop. Written by Konstantin Articus",1.165202,/tPU3Qif3wRMOCEpdVMP3NKTvuQx.jpg,"[{'name': 'TLA Releasing', 'id': 328}, {'name': 'Cobra Film', 'id': 2572}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1996/5/30,0,100,Released,Regular Guys,5.2,9
FALSE,"[{'id': 18, 'name': 'Drama'}]",282919,tt0112865,de,Diebinnen,,0.106345,/wRLWdzJkXsVaIlq5c8X4apO7lEN.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1996/6/20,0,,Released,Diebinnen,4,1
FALSE,"[{'id': 53, 'name': 'Thriller'}]",124614,tt0112716,en,O Convento,"The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: Shakespeare was born in Spain; not in England.",1.606957,/8VJt6pezZPNJAFJtDxFsjSN25ok.jpg,[],[],1995/9/6,0,91,Released,The Convent,6.5,6
FALSE,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",18975,tt0115472,en,The Adventures of Pinocchio,"One of puppet-maker Geppetto's creations comes magically to life. This puppet, Pinocchio, has one major desire and that is to become a real boy someday. In order to accomplish this goal he has to learn to act responsibly. This film shows you the adventures on which he learns valuable lessons.",7.523528,/fT5b16eeBcroK6OhsmxYPTv36gQ.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'The Kushner-Locke Company', 'id': 2499}, {'name': 'Savoy Pictures', 'id': 11308}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/26,0,90,Released,The Adventures of Pinocchio,5,55
FALSE,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",11962,tt0116707,en,Joe's Apartment,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.",9.490858,/iLwLJYlhvAPS5g6WU7nqST8Uxc9.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/7/26,4619014,78,Released,Joe's Apartment,5,87
FALSE,"[{'id': 35, 'name': 'Comedy'}]",2925,tt0116313,en,The First Wives Club,"After years of helping their hubbies climb the ladder of success, three mid-life Manhattanites have been dumped for a newer, curvier model. But the trio is determined to turn their pain into gain. They come up with a cleverly devious plan to hit their exes where it really hurts - in the wallet!",10.177303,/k4gb8CcRgvYM0XB0SBEiWzBhe3f.jpg,"[{'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996/9/20,116400000,102,Released,The First Wives Club,6.5,172
